,geneid_x,cid,druggroup,drugaction,geneid_y,aid,acname,acvalue
90,1956,11511120,approved; investigational,inhibitor,1956.0,1257758.0,IC50,0.0069
91,1956,11511120,approved; investigational,inhibitor,1956.0,1315982.0,IC50,0.006
92,1956,11671467,approved; investigational,inhibitor,,,,
93,1956,68165256,approved; investigational,inhibitor,,,,
94,1956,54758501,investigational,inhibitor,,,,
95,2260,216239,approved; investigational,inhibitor,2263.0,507946.0,Kd,2.7
96,2260,216239,approved; investigational,inhibitor,2263.0,625131.0,Kd,2.7
97,2260,216239,approved; investigational,inhibitor,2263.0,1433.0,Kd,2.7
98,2260,216239,approved; investigational,inhibitor,2263.0,435290.0,Kd,2.7
99,2260,216239,approved; investigational,inhibitor,7048.0,624909.0,Kd,6.9
100,2260,216239,approved; investigational,inhibitor,7048.0,508108.0,Kd,10.0
101,2260,216239,approved; investigational,inhibitor,7048.0,435693.0,Kd,10.0
102,2260,216239,approved; investigational,inhibitor,3791.0,1122066.0,IC50,0.00106
103,2260,216239,approved; investigational,inhibitor,3791.0,1231899.0,IC50,0.00047999999999999996
104,2260,216239,approved; investigational,inhibitor,3791.0,1245568.0,IC50,0.09
105,2260,216239,approved; investigational,inhibitor,3791.0,1254828.0,IC50,0.00047999999999999996
106,2260,216239,approved; investigational,inhibitor,3791.0,1266269.0,IC50,0.0012
107,2260,216239,approved; investigational,inhibitor,3791.0,1270934.0,IC50,0.1
108,2260,216239,approved; investigational,inhibitor,3791.0,1271026.0,IC50,0.09
109,2260,216239,approved; investigational,inhibitor,3791.0,1275675.0,IC50,0.01
110,2260,216239,approved; investigational,inhibitor,3791.0,1276910.0,IC50,0.07200000000000001
111,2260,216239,approved; investigational,inhibitor,3791.0,1287618.0,IC50,0.09
112,2260,1633,experimental,,,,,
113,2260,24180722,experimental,,,,,
114,2260,11674979,experimental,,,,,
115,2260,5289418,experimental,,3791.0,216647.0,IC50,0.02
116,2260,5289418,experimental,,3791.0,216762.0,IC50,0.02
117,2260,11167602,approved,inhibitor,,,,
118,2260,24826799,approved; investigational,inhibitor,,,,
119,2260,9823820,approved; investigational,inhibitor,,,,
120,2260,9809715,approved,inhibitor,,,,
121,2260,11671467,approved; investigational,inhibitor,,,,
122,2260,67462786,approved; investigational,inhibitor,2263.0,1340071.0,IC50,0.0044670000000000005
123,2263,5426,approved; investigational; withdrawn,antagonist,,,,
124,2263,444237,experimental,ligand,,,,
125,2263,1633,experimental,,,,,
126,2263,447622,experimental,,,,,
127,2263,11167602,approved,inhibitor,,,,
128,2263,24826799,approved; investigational,inhibitor,,,,
129,2263,9823820,approved; investigational,inhibitor,,,,
130,2263,9809715,approved,inhibitor,,,,
131,2263,11671467,approved; investigational,inhibitor,,,,
132,2263,67462786,approved; investigational,inhibitor,2263.0,1340071.0,IC50,0.0044670000000000005
133,2261,10113978,approved,inhibitor,2263.0,625131.0,Kd,0.21
134,2261,10113978,approved,inhibitor,2263.0,1433.0,Kd,0.21
135,2261,10113978,approved,inhibitor,2263.0,435290.0,Kd,0.21
136,2261,10113978,approved,inhibitor,7048.0,624909.0,Kd,3.0
137,2261,10113978,approved,inhibitor,7048.0,435693.0,Kd,10.0
138,2261,10113978,approved,inhibitor,3791.0,1069705.0,IC50,0.03
139,2261,24826799,approved; investigational,inhibitor,,,,
140,2261,9823820,approved; investigational,inhibitor,,,,
141,2261,9809715,approved,inhibitor,,,,
142,2261,11671467,approved; investigational,inhibitor,,,,
143,2261,67462786,approved; investigational,inhibitor,2263.0,1340071.0,IC50,0.0044670000000000005
144,2264,24826799,approved; investigational,inhibitor,,,,
145,2264,9823820,approved; investigational,inhibitor,,,,
146,2264,67462786,approved; investigational,inhibitor,2263.0,1340071.0,IC50,0.0044670000000000005
147,3480,44462678,experimental,,,,,
148,3480,24808489,experimental,,,,,
149,3480,22021390,experimental,,,,,
150,3480,68165256,approved; investigational,inhibitor,,,,
151,3482,447096,experimental,,3482.0,318562.0,IC50,11.5
152,5156,5291,approved,antagonist,2263.0,625131.0,Kd,10.0
153,5156,5291,approved,antagonist,2263.0,435290.0,Kd,10.0
154,5156,5291,approved,antagonist,7048.0,624909.0,Kd,10.0
155,5156,5291,approved,antagonist,7048.0,435693.0,Kd,10.0
156,5156,5329102,approved; investigational,inhibitor,2263.0,507946.0,Kd,0.57
157,5156,5329102,approved; investigational,inhibitor,2263.0,625131.0,Kd,0.57
158,5156,5329102,approved; investigational,inhibitor,2263.0,1433.0,Kd,0.57
159,5156,5329102,approved; investigational,inhibitor,2263.0,256654.0,Kd,0.53
160,5156,5329102,approved; investigational,inhibitor,2263.0,383305.0,Kd,0.53
161,5156,5329102,approved; investigational,inhibitor,2263.0,435290.0,Kd,0.57
162,5156,5329102,approved; investigational,inhibitor,7048.0,508108.0,Kd,10.0
163,5156,5329102,approved; investigational,inhibitor,7048.0,624909.0,Kd,10.0
164,5156,5329102,approved; investigational,inhibitor,7048.0,435693.0,Kd,10.0
165,5156,5329102,approved; investigational,inhibitor,3791.0,216911.0,IC50,0.08
166,5156,5329102,approved; investigational,inhibitor,3791.0,1271026.0,IC50,0.08
167,5156,5329102,approved; investigational,inhibitor,3791.0,1276910.0,IC50,0.018000000000000002
168,5156,10113978,approved,inhibitor,2263.0,625131.0,Kd,0.21
169,5156,10113978,approved,inhibitor,2263.0,1433.0,Kd,0.21
170,5156,10113978,approved,inhibitor,2263.0,435290.0,Kd,0.21
171,5156,10113978,approved,inhibitor,7048.0,624909.0,Kd,3.0
172,5156,10113978,approved,inhibitor,7048.0,435693.0,Kd,10.0
173,5156,10113978,approved,inhibitor,3791.0,1069705.0,IC50,0.03
174,5156,9829523,approved; investigational,antagonist; inhibitor,2263.0,625131.0,Kd,2.4
175,5156,9829523,approved; investigational,antagonist; inhibitor,2263.0,507946.0,Kd,2.4
176,5156,9829523,approved; investigational,antagonist; inhibitor,2263.0,435290.0,Kd,2.4
177,5156,9829523,approved; investigational,antagonist; inhibitor,7048.0,508108.0,Kd,10.0
178,5156,9829523,approved; investigational,antagonist; inhibitor,7048.0,624909.0,Kd,10.0
179,5156,9829523,approved; investigational,antagonist; inhibitor,7048.0,435693.0,Kd,10.0
180,5156,11167602,approved,inhibitor,,,,
181,5156,24826799,approved; investigational,inhibitor,,,,
182,5156,11671467,approved; investigational,inhibitor,,,,
183,5156,67462786,approved; investigational,substrate,2263.0,1340071.0,IC50,0.0044670000000000005
184,5156,11282283,investigational,,,,,
185,5159,216239,approved; investigational,antagonist,2263.0,507946.0,Kd,2.7
186,5159,216239,approved; investigational,antagonist,2263.0,625131.0,Kd,2.7
187,5159,216239,approved; investigational,antagonist,2263.0,1433.0,Kd,2.7
188,5159,216239,approved; investigational,antagonist,2263.0,435290.0,Kd,2.7
189,5159,216239,approved; investigational,antagonist,7048.0,624909.0,Kd,6.9
190,5159,216239,approved; investigational,antagonist,7048.0,508108.0,Kd,10.0
191,5159,216239,approved; investigational,antagonist,7048.0,435693.0,Kd,10.0
192,5159,216239,approved; investigational,antagonist,3791.0,1122066.0,IC50,0.00106
193,5159,216239,approved; investigational,antagonist,3791.0,1231899.0,IC50,0.00047999999999999996
194,5159,216239,approved; investigational,antagonist,3791.0,1245568.0,IC50,0.09
195,5159,216239,approved; investigational,antagonist,3791.0,1254828.0,IC50,0.00047999999999999996
196,5159,216239,approved; investigational,antagonist,3791.0,1266269.0,IC50,0.0012
197,5159,216239,approved; investigational,antagonist,3791.0,1270934.0,IC50,0.1
198,5159,216239,approved; investigational,antagonist,3791.0,1271026.0,IC50,0.09
199,5159,216239,approved; investigational,antagonist,3791.0,1275675.0,IC50,0.01
200,5159,216239,approved; investigational,antagonist,3791.0,1276910.0,IC50,0.07200000000000001
201,5159,216239,approved; investigational,antagonist,3791.0,1287618.0,IC50,0.09
202,5159,5291,approved,antagonist,2263.0,625131.0,Kd,10.0
203,5159,5291,approved,antagonist,2263.0,435290.0,Kd,10.0
204,5159,5291,approved,antagonist,7048.0,624909.0,Kd,10.0
205,5159,5291,approved,antagonist,7048.0,435693.0,Kd,10.0
206,5159,3062316,approved; investigational,antagonist,2263.0,625131.0,Kd,1.4
207,5159,3062316,approved; investigational,antagonist,2263.0,1433.0,Kd,1.4
208,5159,3062316,approved; investigational,antagonist,2263.0,435290.0,Kd,1.4
209,5159,3062316,approved; investigational,antagonist,7048.0,624909.0,Kd,2.9
210,5159,3062316,approved; investigational,antagonist,7048.0,1433.0,Kd,2.9
211,5159,3062316,approved; investigational,antagonist,7048.0,435693.0,Kd,2.9
212,5159,5329102,approved; investigational,inhibitor,2263.0,507946.0,Kd,0.57
213,5159,5329102,approved; investigational,inhibitor,2263.0,625131.0,Kd,0.57
214,5159,5329102,approved; investigational,inhibitor,2263.0,1433.0,Kd,0.57
215,5159,5329102,approved; investigational,inhibitor,2263.0,256654.0,Kd,0.53
216,5159,5329102,approved; investigational,inhibitor,2263.0,383305.0,Kd,0.53
217,5159,5329102,approved; investigational,inhibitor,2263.0,435290.0,Kd,0.57
218,5159,5329102,approved; investigational,inhibitor,7048.0,508108.0,Kd,10.0
219,5159,5329102,approved; investigational,inhibitor,7048.0,624909.0,Kd,10.0
220,5159,5329102,approved; investigational,inhibitor,7048.0,435693.0,Kd,10.0
221,5159,5329102,approved; investigational,inhibitor,3791.0,216911.0,IC50,0.08
222,5159,5329102,approved; investigational,inhibitor,3791.0,1271026.0,IC50,0.08
223,5159,5329102,approved; investigational,inhibitor,3791.0,1276910.0,IC50,0.018000000000000002
224,5159,10113978,approved,inhibitor,2263.0,625131.0,Kd,0.21
225,5159,10113978,approved,inhibitor,2263.0,1433.0,Kd,0.21
226,5159,10113978,approved,inhibitor,2263.0,435290.0,Kd,0.21
227,5159,10113978,approved,inhibitor,7048.0,624909.0,Kd,3.0
228,5159,10113978,approved,inhibitor,7048.0,435693.0,Kd,10.0
229,5159,10113978,approved,inhibitor,3791.0,1069705.0,IC50,0.03
230,5159,9829523,approved; investigational,antagonist; inhibitor,2263.0,625131.0,Kd,2.4
231,5159,9829523,approved; investigational,antagonist; inhibitor,2263.0,507946.0,Kd,2.4
232,5159,9829523,approved; investigational,antagonist; inhibitor,2263.0,435290.0,Kd,2.4
233,5159,9829523,approved; investigational,antagonist; inhibitor,7048.0,508108.0,Kd,10.0
234,5159,9829523,approved; investigational,antagonist; inhibitor,7048.0,624909.0,Kd,10.0
235,5159,9829523,approved; investigational,antagonist; inhibitor,7048.0,435693.0,Kd,10.0
236,5159,11167602,approved,inhibitor,,,,
237,5159,6918055,experimental,agonist,,,,
238,5159,11671467,approved; investigational,inhibitor,,,,
239,5159,67462786,approved; investigational,substrate,2263.0,1340071.0,IC50,0.0044670000000000005
240,7046,447966,experimental,,7046.0,447434.0,IC50,0.051
241,7046,447966,experimental,,7048.0,261604.0,IC50,0.4
242,7046,5287512,experimental,,,,,
243,7046,5287525,experimental,,7046.0,447434.0,IC50,1.32
244,7046,25138294,experimental,,,,,
245,7046,10267580,experimental,,,,,
246,7046,9998128,experimental,,,,,
247,7046,11671467,approved; investigational,inhibitor,,,,
248,7048,753,approved; investigational,,,,,
249,7048,11671467,approved; investigational,inhibitor,,,,
250,2321,216239,approved; investigational,inhibitor,2263.0,507946.0,Kd,2.7
251,2321,216239,approved; investigational,inhibitor,2263.0,625131.0,Kd,2.7
252,2321,216239,approved; investigational,inhibitor,2263.0,1433.0,Kd,2.7
253,2321,216239,approved; investigational,inhibitor,2263.0,435290.0,Kd,2.7
254,2321,216239,approved; investigational,inhibitor,7048.0,624909.0,Kd,6.9
255,2321,216239,approved; investigational,inhibitor,7048.0,508108.0,Kd,10.0
256,2321,216239,approved; investigational,inhibitor,7048.0,435693.0,Kd,10.0
257,2321,216239,approved; investigational,inhibitor,3791.0,1122066.0,IC50,0.00106
258,2321,216239,approved; investigational,inhibitor,3791.0,1231899.0,IC50,0.00047999999999999996
259,2321,216239,approved; investigational,inhibitor,3791.0,1245568.0,IC50,0.09
260,2321,216239,approved; investigational,inhibitor,3791.0,1254828.0,IC50,0.00047999999999999996
261,2321,216239,approved; investigational,inhibitor,3791.0,1266269.0,IC50,0.0012
262,2321,216239,approved; investigational,inhibitor,3791.0,1270934.0,IC50,0.1
263,2321,216239,approved; investigational,inhibitor,3791.0,1271026.0,IC50,0.09
264,2321,216239,approved; investigational,inhibitor,3791.0,1275675.0,IC50,0.01
265,2321,216239,approved; investigational,inhibitor,3791.0,1276910.0,IC50,0.07200000000000001
266,2321,216239,approved; investigational,inhibitor,3791.0,1287618.0,IC50,0.09
267,2321,5329102,approved; investigational,inhibitor,2263.0,507946.0,Kd,0.57
268,2321,5329102,approved; investigational,inhibitor,2263.0,625131.0,Kd,0.57
269,2321,5329102,approved; investigational,inhibitor,2263.0,1433.0,Kd,0.57
270,2321,5329102,approved; investigational,inhibitor,2263.0,256654.0,Kd,0.53
271,2321,5329102,approved; investigational,inhibitor,2263.0,383305.0,Kd,0.53
272,2321,5329102,approved; investigational,inhibitor,2263.0,435290.0,Kd,0.57
273,2321,5329102,approved; investigational,inhibitor,7048.0,508108.0,Kd,10.0
274,2321,5329102,approved; investigational,inhibitor,7048.0,624909.0,Kd,10.0
275,2321,5329102,approved; investigational,inhibitor,7048.0,435693.0,Kd,10.0
276,2321,5329102,approved; investigational,inhibitor,3791.0,216911.0,IC50,0.08
277,2321,5329102,approved; investigational,inhibitor,3791.0,1271026.0,IC50,0.08
278,2321,5329102,approved; investigational,inhibitor,3791.0,1276910.0,IC50,0.018000000000000002
279,2321,151194,investigational,,2263.0,625131.0,Kd,10.0
280,2321,151194,investigational,,2263.0,435290.0,Kd,10.0
281,2321,151194,investigational,,7048.0,624909.0,Kd,10.0
282,2321,151194,investigational,,7048.0,435693.0,Kd,10.0
283,2321,151194,investigational,,2321.0,261931.0,IC50,0.14
284,2321,151194,investigational,,2321.0,263456.0,IC50,0.14
285,2321,151194,investigational,,2321.0,392542.0,IC50,0.14
286,2321,151194,investigational,,3791.0,261930.0,IC50,0.054000000000000006
287,2321,151194,investigational,,3791.0,216904.0,IC50,0.037000000000000005
288,2321,151194,investigational,,3791.0,241758.0,IC50,0.16
289,2321,151194,investigational,,3791.0,263455.0,IC50,0.054000000000000006
290,2321,151194,investigational,,3791.0,392541.0,IC50,0.054000000000000006
291,2321,151194,investigational,,3791.0,417885.0,IC50,0.054000000000000006
292,2321,151194,investigational,,3791.0,1270934.0,IC50,0.18
293,2321,151194,investigational,,3791.0,1271026.0,IC50,0.043
294,2321,151194,investigational,,3791.0,1287676.0,IC50,0.043
295,2321,11973736,investigational,,,,,
296,2321,9868037,investigational,,,,,
297,2321,10113978,approved,inhibitor,2263.0,625131.0,Kd,0.21
298,2321,10113978,approved,inhibitor,2263.0,1433.0,Kd,0.21
299,2321,10113978,approved,inhibitor,2263.0,435290.0,Kd,0.21
300,2321,10113978,approved,inhibitor,7048.0,624909.0,Kd,3.0
301,2321,10113978,approved,inhibitor,7048.0,435693.0,Kd,10.0
302,2321,10113978,approved,inhibitor,3791.0,1069705.0,IC50,0.03
303,2321,6450551,approved; investigational,inhibitor,2263.0,625131.0,Kd,0.11
304,2321,6450551,approved; investigational,inhibitor,7048.0,624909.0,Kd,10.0
305,2321,9797919,experimental,,3791.0,216904.0,IC50,0.02
306,2321,11167602,approved,inhibitor,,,,
307,2321,9823820,approved; investigational,inhibitor,,,,
308,2321,9809715,approved,inhibitor,,,,
309,2321,6918055,experimental,agonist,,,,
310,2321,11671467,approved; investigational,inhibitor,,,,
311,3791,216239,approved; investigational,antagonist,2263.0,507946.0,Kd,2.7
312,3791,216239,approved; investigational,antagonist,2263.0,625131.0,Kd,2.7
313,3791,216239,approved; investigational,antagonist,2263.0,1433.0,Kd,2.7
314,3791,216239,approved; investigational,antagonist,2263.0,435290.0,Kd,2.7
315,3791,216239,approved; investigational,antagonist,7048.0,624909.0,Kd,6.9
316,3791,216239,approved; investigational,antagonist,7048.0,508108.0,Kd,10.0
317,3791,216239,approved; investigational,antagonist,7048.0,435693.0,Kd,10.0
318,3791,216239,approved; investigational,antagonist,3791.0,1122066.0,IC50,0.00106
319,3791,216239,approved; investigational,antagonist,3791.0,1231899.0,IC50,0.00047999999999999996
320,3791,216239,approved; investigational,antagonist,3791.0,1245568.0,IC50,0.09
321,3791,216239,approved; investigational,antagonist,3791.0,1254828.0,IC50,0.00047999999999999996
322,3791,216239,approved; investigational,antagonist,3791.0,1266269.0,IC50,0.0012
323,3791,216239,approved; investigational,antagonist,3791.0,1270934.0,IC50,0.1
324,3791,216239,approved; investigational,antagonist,3791.0,1271026.0,IC50,0.09
325,3791,216239,approved; investigational,antagonist,3791.0,1275675.0,IC50,0.01
326,3791,216239,approved; investigational,antagonist,3791.0,1276910.0,IC50,0.07200000000000001
327,3791,216239,approved; investigational,antagonist,3791.0,1287618.0,IC50,0.09
328,3791,5329102,approved; investigational,inhibitor,2263.0,507946.0,Kd,0.57
329,3791,5329102,approved; investigational,inhibitor,2263.0,625131.0,Kd,0.57
330,3791,5329102,approved; investigational,inhibitor,2263.0,1433.0,Kd,0.57
331,3791,5329102,approved; investigational,inhibitor,2263.0,256654.0,Kd,0.53
332,3791,5329102,approved; investigational,inhibitor,2263.0,383305.0,Kd,0.53
333,3791,5329102,approved; investigational,inhibitor,2263.0,435290.0,Kd,0.57
334,3791,5329102,approved; investigational,inhibitor,7048.0,508108.0,Kd,10.0
335,3791,5329102,approved; investigational,inhibitor,7048.0,624909.0,Kd,10.0
336,3791,5329102,approved; investigational,inhibitor,7048.0,435693.0,Kd,10.0
337,3791,5329102,approved; investigational,inhibitor,3791.0,216911.0,IC50,0.08
338,3791,5329102,approved; investigational,inhibitor,3791.0,1271026.0,IC50,0.08
339,3791,5329102,approved; investigational,inhibitor,3791.0,1276910.0,IC50,0.018000000000000002
340,3791,5326956,experimental,,3791.0,241759.0,IC50,0.003
341,3791,9933475,investigational,,2263.0,625131.0,Kd,0.035
342,3791,9933475,investigational,,7048.0,624909.0,Kd,10.0
343,3791,9933475,investigational,,3791.0,1263994.0,IC50,0.0027
344,3791,151194,investigational,,2263.0,625131.0,Kd,10.0
345,3791,151194,investigational,,2263.0,435290.0,Kd,10.0
346,3791,151194,investigational,,7048.0,624909.0,Kd,10.0
347,3791,151194,investigational,,7048.0,435693.0,Kd,10.0
348,3791,151194,investigational,,2321.0,261931.0,IC50,0.14
349,3791,151194,investigational,,2321.0,263456.0,IC50,0.14
350,3791,151194,investigational,,2321.0,392542.0,IC50,0.14
351,3791,151194,investigational,,3791.0,261930.0,IC50,0.054000000000000006
352,3791,151194,investigational,,3791.0,216904.0,IC50,0.037000000000000005
353,3791,151194,investigational,,3791.0,241758.0,IC50,0.16
354,3791,151194,investigational,,3791.0,263455.0,IC50,0.054000000000000006
355,3791,151194,investigational,,3791.0,392541.0,IC50,0.054000000000000006
356,3791,151194,investigational,,3791.0,417885.0,IC50,0.054000000000000006
357,3791,151194,investigational,,3791.0,1270934.0,IC50,0.18
358,3791,151194,investigational,,3791.0,1271026.0,IC50,0.043
359,3791,151194,investigational,,3791.0,1287676.0,IC50,0.043
360,3791,11973736,investigational,,,,,
361,3791,5329098,investigational,,2263.0,735314.0,IC50,5.0
362,3791,5329098,investigational,,3791.0,216648.0,IC50,1.3
363,3791,5329098,investigational,,3791.0,216649.0,IC50,0.22
364,3791,5329098,investigational,,3791.0,216647.0,IC50,0.7
365,3791,5329098,investigational,,3791.0,216652.0,IC50,0.884
366,3791,5329098,investigational,,3791.0,216762.0,IC50,0.7
367,3791,5329098,investigational,,3791.0,216766.0,IC50,0.2
368,3791,5329098,investigational,,3791.0,216911.0,IC50,1.23
369,3791,5329098,investigational,,3791.0,217170.0,EC50,0.93
370,3791,10113978,approved,inhibitor,2263.0,625131.0,Kd,0.21
371,3791,10113978,approved,inhibitor,2263.0,1433.0,Kd,0.21
372,3791,10113978,approved,inhibitor,2263.0,435290.0,Kd,0.21
373,3791,10113978,approved,inhibitor,7048.0,624909.0,Kd,3.0
374,3791,10113978,approved,inhibitor,7048.0,435693.0,Kd,10.0
375,3791,10113978,approved,inhibitor,3791.0,1069705.0,IC50,0.03
376,3791,9829523,approved; investigational,antagonist; inhibitor,2263.0,625131.0,Kd,2.4
377,3791,9829523,approved; investigational,antagonist; inhibitor,2263.0,507946.0,Kd,2.4
378,3791,9829523,approved; investigational,antagonist; inhibitor,2263.0,435290.0,Kd,2.4
379,3791,9829523,approved; investigational,antagonist; inhibitor,7048.0,508108.0,Kd,10.0
380,3791,9829523,approved; investigational,antagonist; inhibitor,7048.0,624909.0,Kd,10.0
381,3791,9829523,approved; investigational,antagonist; inhibitor,7048.0,435693.0,Kd,10.0
382,3791,6450551,approved; investigational,inhibitor,2263.0,625131.0,Kd,0.11
383,3791,6450551,approved; investigational,inhibitor,7048.0,624909.0,Kd,10.0
384,3791,11167118,experimental,,,,,
385,3791,16040289,experimental,,,,,
386,3791,11441375,experimental,,,,,
387,3791,23658582,experimental,,,,,
388,3791,4369498,experimental,,,,,
389,3791,4369497,experimental,,3791.0,241758.0,IC50,0.022000000000000002
390,3791,4369497,experimental,,3791.0,244229.0,Selectivity,0.022000000000000002
